


Tounament 1
-----------------------
Agent 1	Advanced_D	418.0
Agent 2	Advanced_C	377.0
Agent 3	Advanced_C	374.0
Agent 6	Advanced_E	279.0
Agent 8	Naive_D	275.0
Agent 4	Advanced_E	275.0
Agent 7	Naive_C	150.0

Statistics 
 Min : 150.0
Average : 321.0
Max : 420.0


Tounament 26
-----------------------
Agent 5	Advanced_D	437.0
Agent 1	Advanced_D	435.0
Agent 2	Advanced_C	392.0
Agent 3	Advanced_C	389.0
Agent 6	Advanced_E	290.0
Agent 8	Naive_D	286.0
Agent 4	Advanced_E	286.0
Agent 7	Naive_C	156.0

Statistics 
 Min : 156.0
Average : 333.875
Max : 437.0


Tounament 27
-----------------------
Agent 5	Advanced_D	454.0
Agent 1	Advanced_D	452.0
Agent 2	Advanced_C	407.0
Agent 3	Advanced_C	404.0
Agent 6	Advanced_E	301.0
Agent 8	Naive_D	297.0
Agent 4	Advanced_E	297.0
Agent 7	Naive_C	162.0

Statistics 
 Min : 162.0
Average : 346.75
Max : 454.0


Tounament 28
-----------------------
Agent 5	Advanced_D	471.0
Agent 1	Advanced_D	469.0
Agent 2	Advanced_C	422.0
Agent 3	Advanced_C	419.0
Agent 6	Advanced_E	312.0
Agent 8	Naive_D	308.0
Agent 4	Advanced_E	308.0
Agent 7	Naive_C	168.0

Statistics 
 Min : 168.0
Average : 359.625
Max : 471.0


Tounament 29
-----------------------
Agent 5	Advanced_D	488.0
Agent 1	Advanced_D	486.0
Agent 2	Advanced_C	437.0
Agent 3	Advanced_C	434.0
Agent 6	Advanced_E	323.0
Agent 8	Naive_D	319.0
Agent 4	Advanced_E	319.0
Agent 7	Naive_C	174.0

Statistics 
 Min : 174.0
Average : 372.5
Max : 488.0


Tounament 30
-----------------------



Tounament 30
-----------------------
Agent 5,Advanced_D,505.0
Agent 1,Advanced_D,503.0
Agent 2,Advanced_C,452.0
Agent 3,Advanced_C,449.0
Agent 6,Advanced_E,334.0
Agent 8,Naive_D,330.0
Agent 4,Advanced_E,330.0
Agent 7,Naive_C,180.0

Statistics 
 Min : ,180.0
Average : ,385.375
Max : ,505.0
